Id,JobTitle,Company,Location,Salary,TypeofJob,Description,Require,MoreInfo
6601,"Chuyên viên Vận hành Hệ thống LienViet24h (Oracle, Linux, Web Server)",NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN BƯU ĐIỆN LIÊN VIỆT,"Quận Hoàn Kiếm, Hà Nội","800 - 1,500 USD",Ngân Hàng,,"Linux, Oracle, SQL Server, Web Service",https://topdev.vn/viec-lam/chuyen-vien-van-hanh-he-thong-lienviet24h-oracle-linux-web-server-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2027109
6602,FRONTEND DEVELOPER (REACTJS/VUEJS),"Secomm Solution Consulting Co., Ltd.","Quận 1, Hồ Chí Minh",Thương lượng,Phần Mềm,"SECOMM is looking for creative and high-skilled Frontend Developers to build, develop and maintain software products for our clients in Australia, Sin...","Front-End, ReactJS, VueJS",https://topdev.vn/viec-lam/frontend-developer-reactjs-vuejs-secomm-solution-consulting-co-ltd-2027107
6603,Web Developer (PHP/Magento),"Secomm Solution Consulting Co., Ltd.","Quận 1, Hồ Chí Minh",Thương lượng,Phần Mềm,"SECOMM is looking for creative and high-skilled PHP Developers to build, develop and maintain eCommerce websites for clients in Australia, Singapore,...","PHP, Magento, Web Developer",https://topdev.vn/viec-lam/web-developer-php-magento-secomm-solution-consulting-co-ltd-2027106
6604,Junior Back-end Engineer (Python/SQL/Redis),HOIIO,"Quận 3, Hồ Chí Minh",Thương lượng,Phần Mềm,,"SQL, Python, Redis, Back-End",https://topdev.vn/viec-lam/junior-back-end-engineer-python-sql-redis-hoiio-2027102
6605,Kỹ sư phát triển phần mềm nhúng,Tecapro Telecom,"Quận Tân Bình, Hồ Chí Minh",,Thương lượng,4 ngày trước,"Embedded Engineer, C/C++",https://topdev.vn/viec-lam/ky-su-phat-trien-phan-mem-nhung-tecapro-telecom-2027101
6606,Kỹ sư phát triển phần mềm (PHP/ .NET/Python/JavaScript),Tecapro Telecom,"Quận Tân Bình, Hồ Chí Minh",,Thương lượng,4 ngày trước,"PHP, JavaScript, Python, .NET, MongoDB, Front-End, Back-End, Full-Stack",https://topdev.vn/viec-lam/ky-su-phat-trien-phan-mem-php-net-python-javascript-tecapro-telecom-2027100
6607,HOT SAP ABAP Developer,Laidon Group,"Quận Tân Bình, Hồ Chí Minh","25,000,000 - 50,000,000 VND",B2B Services,,"OOP, SAP, ABAP",https://topdev.vn/viec-lam/sap-abap-developer-laidon-group-2027099
6608,[HN/Remote/Hybrid] Software Developer (JS/Python/Java/Go/PHP...),CÔNG TY CỔ PHẦN TEQIE,"Quận Cầu Giấy, Hà Nội - None","600 - 1,500 USD","Gia công phần mềm, Phần Mềm","Founded by tech experts from industry leaders including Amazon, Google, eBay, Booking.com,... TEQIE provides world-class software development services...","Python, NodeJS, PHP, Java, JavaScript, React, Golang",https://topdev.vn/viec-lam/hn-remote-hybrid-software-developer-js-python-java-go-php-cong-ty-co-phan-teqie-2027098
6609,HOT .NET Engineer,Devblock VN,"Quận Tân Bình, Hồ Chí Minh",Thương lượng,Phần Mềm,"Top 3 Reasons To Join Us International team, Cool environment and Flexible time Competitive salary that matches your talent Use and apply new tec...","ASP.NET, C#, .NET, Azure, .NET Core, ASP.NET Core",https://topdev.vn/viec-lam/net-engineer-devblock-vn-2027097
6610,Front-end Developer (Angular),Blogic Systems,"Thành phố Thủ Đức, Hồ Chí Minh","1,300 - 2,000 USD",Phần Mềm,,"HTML, Front-End, CSS3, Angular",https://topdev.vn/viec-lam/front-end-developer-angular-blogic-systems-2026564
6611,iOS DEVELOPER (FRESHER - SENIOR),Minerva Technology Solutions JSC,"Quận 5, Hồ Chí Minh","9,000,000 - 30,000,000 VND","Outsourcing, Phần Mềm",,"iOS, OOP, Mobile, Swift, SwiftUI",https://topdev.vn/viec-lam/ios-developer-fresher-senior-minerva-technology-solutions-jsc-2026566
6612,Chuyên viên cao cấp phát triển ứng dụng (Flutter),Công ty Cổ phần Chứng khoán KS (KS Securities – KSS),"Quận Nam Từ Liêm, Hà Nội",Thương lượng,Chứng khoán,,"Android, iOS, Flutter",https://topdev.vn/viec-lam/chuyen-vien-cao-cap-phat-trien-ung-dung-flutter-cong-ty-co-phan-chung-khoan-ks-ks-securities-kss-2026567
6613,QA/QC - Up to 1700 USD,SoBanHang,"Quận Bình Thạnh, Hồ Chí Minh - Quận Cầu Giấy, Hà Nội","Lên tới 1,700 USD",Phần Mềm,Finan is a Singapore - registered technology startup and the owner of the SoBanHang application. Founded by management executives from leading e-co...,"SQL, Agile & Scrum, Automation Tester, Manual Tester, Mobile Tester, QA, QC",https://topdev.vn/viec-lam/qa-qc-up-to-1700-usd-sobanhang-2026574
6614,.Net Developer - T4020,CMC Global,"Quận Cầu Giấy, Hà Nội",Thương lượng,Phần Mềm,,"ASP.NET, .NET, WebForm, .NET Core",https://topdev.vn/viec-lam/net-developer-t4020-cmc-global-2026576
6615,Software Engineer (Android),V-KEY,"Quận Tân Bình, Hồ Chí Minh",Thương lượng,Phần Mềm,"V-Key is one of the world’s leading deep-tech companies in mobile cyber-security. Our patented technology V-OS has been deployed by top banks, mobile...","Android, Microsoft Dynamics",https://topdev.vn/viec-lam/software-engineer-android-v-key-2026577
6616,Front-end Engineer (VueJS / ReactJS),LINE Vietnam,"Quận 10, Hồ Chí Minh",Thương lượng,Phần Mềm,"We are looking for bright, creative, self-starting engineers with broad experience developing and optimizing UX/UI for web application.","JavaScript, VueJS, React, Front-End",https://topdev.vn/viec-lam/front-end-engineer-vuejs-reactjs-line-vietnam-2026572
6617,CHUYÊN VIÊN THIẾT KẾ GIAO DIỆN/TRẢI NGHIỆM NGƯỜI DÙNG (UI/UX Designer),Ngân hàng TMCP Sài Gòn Thương tín (Sacombank),"Quận 3, Hồ Chí Minh","1,000 - 2,500 USD",Ngân Hàng,"Nhằm đẩy mạnh quá trình Chuyển đổi số trong hoạt động kinh doanh và quản trị điều hành, hướng đến tầm nhìn trở thành Ngân hàng bán lẻ hiện đại, đa năn...","UI Design, Digital Design, UX Design",https://topdev.vn/viec-lam/chuyen-vien-thiet-ke-giao-dien-trai-nghiem-nguoi-dung-ui-ux-designer-ngan-hang-tmcp-sai-gon-thuong-tin-sacombank-2026611
6618,PHP Developer,CÔNG TY TNHH GÓC CỦA TIN - TINCORNER,"Quận Hai Bà Trưng, Hà Nội",Thương lượng,Phần Mềm,,"PHP, JavaScript",https://topdev.vn/viec-lam/php-developer-cong-ty-tnhh-goc-cua-tin-tincorner-2026579
6619,"Mobile Developer (Flutter, ReactJS)",YODY Fashion,"Quận Thanh Xuân, Hà Nội - Thành phố Hải Dương, Hải Dương","25,000,000 - 60,000,000 VND",Thương mại điện tử/ Bán lẻ,"Với tầm nhìn trở thành Công ty thời trang số 1 Việt Nam, IPO vào năm 2025, YODY chiêu mộ anh em Công nghệ thông tin về YODY FASHION TECH với chủ đề CẤ...","Mobile, ReactJS, Flutter",https://topdev.vn/viec-lam/mobile-developer-flutter-reactjs-yody-fashion-2026614
6620,CHUYÊN VIÊN LẬP TRÌNH GIAO DIỆN (FRONT-END DEVELOPER),Ngân hàng TMCP Sài Gòn Thương tín (Sacombank),"Quận 3, Hồ Chí Minh","1,000 - 2,000 USD",Ngân Hàng,"Nhằm đẩy mạnh quá trình Chuyển đổi số trong hoạt động kinh doanh và quản trị điều hành, hướng đến tầm nhìn trở thành Ngân hàng bán lẻ hiện đại, đa năn...","AngularJS, JavaScript, JSON, Front-End, Json/xml, TypeScript, Project Coordinator, HTML & CSS, API",https://topdev.vn/viec-lam/chuyen-vien-lap-trinh-giao-dien-front-end-developer-ngan-hang-tmcp-sai-gon-thuong-tin-sacombank-2026619
6621,Kỹ sư AI/ Machine Learning (AI/ML Engineer),Viettel Solutions,"Quận Nam Từ Liêm, Hà Nội","20,000,000 - 40,000,000 VND",Phần Mềm,,"C++, Java, Python, Machine Learning, Microsoft",https://topdev.vn/viec-lam/ky-su-ai-machine-learning-ai-ml-engineer-viettel-solutions-2026751
6622,Technical Support Engineer (Proficiency Korean),Wise Commerce,"Quận Đống Đa, Hà Nội",Thương lượng,Phần Mềm,"Corporate Overview Founded in 2015, WISE COMMERCE is on the path to creating a global digital commerce community for brands and companies in the comm...","Technical Support, Korean",https://topdev.vn/viec-lam/technical-support-engineer-proficiency-korean-wise-commerce-2026752
6623,"Tester, QA/QC",NAB,"Quận 4, Hồ Chí Minh - Quận Đống Đa, Hà Nội - Quận Tân Bình, Hồ Chí Minh",Thương lượng,Fintech,"We are seeking motivated QA/QC Engineers who are passionate, results-focused to take accountability for the design and delivery of Microservices that...","Automation Tester, Automation QA, QA, QC, Tester, Java, Selenium, Manual, Manual Tester, Manual Test",https://topdev.vn/viec-lam/tester-qa-qc-nab-2026800
6624,"PHP Developer (Laravel, MySQL)",Q-CONNECTION,"Quận 1, Hồ Chí Minh",Thương lượng,"Phần Mềm, Dịch vụ IT",,"PHP, MVC, Laravel, CodeIgniter",https://topdev.vn/viec-lam/php-developer-laravel-mysql-q-connection-2026809
6625,"Middle Mobile Developer (iOS, Android, React Native, Flutter)",SOFTWORLD VIETNAM LTD.,"Quận Tân Bình, Hồ Chí Minh","Từ 15,000,000 VND","Phần Mềm, Creative Production, E-commerce Platforms, Product, Outsourcing",Mobile solution team tại Softworld đang tìm kiếm 5 kỹ sư lập trình mobile với 2+ năm kinh nghiệm phát triển để tham gia phát triển các giải pháp di độ...,"Android, iOS, Mobile, React Native, Flutter",https://topdev.vn/viec-lam/middle-mobile-developer-ios-android-react-native-flutter-softworld-vietnam-ltd-2026810
6626,Software Testing Engineer (QA QC/Tester),CÔNG TY TNHH TEQNOLOGICAL ASIA,"Quận Tân Bình, Hồ Chí Minh",Thương lượng,Phần Mềm,"We are seeking the candidates for software testing. You will join in projects such as website, mobile for internal and external customer. Overview: I...","QC, Tester, Japanese, Fintech, Microsoft Dynamics, Manual Tester, QA",https://topdev.vn/viec-lam/software-testing-engineer-qa-qc-tester-cong-ty-tnhh-teqnological-asia-2026803
6627,2D/ 3D Unity Developer,Alomora J.S.C,"Quận Cầu Giấy, Hà Nội","800 - 2,000 USD","Giải trí/ Game, Quảng Cáo Truyền Thông, Tài Chính, Tư vấn giám sát & Quản lý dự án",Aiza World là một thế giới NFT game metaverse mở với lối chơi đa dạng được chạy . Mục tiêu mà Aiza World hướng tới tạo ra những game thú vị cho các ga...,"Unity, Java, C#, Game, Unity3d, Unity2D",https://topdev.vn/viec-lam/2d-3d-unity-developer-alomora-j-s-c-2026819
6628,"Android Developers (Java, Kotlin, Mobile App)",NETVIET MEDIA,"Quận Cầu Giấy, Hà Nội","15,000,000 - 20,000,000 VND",Phần Mềm,,"Android, Java, Kotlin, Mobile",https://topdev.vn/viec-lam/android-developers-java-kotlin-mobile-app-netviet-media-2026815
6629,Test Leader (Manual),BSS Group,"Quận Nam Từ Liêm, Hà Nội","Lên tới 1,500 USD",Thương mại điện tử/ Bán lẻ,,"Tester, Videos Editor, Manual Test",https://topdev.vn/viec-lam/test-leader-manual-bss-group-2026812
6630,Front-end VueJS Developer ~ $1000-$2000,"Tripath Vietnam Co., Ltd.","Quận Cầu Giấy, Hà Nội","25,000,000 - 40,000,000 VND",Phần Mềm,,"Front-End, VueJS",https://topdev.vn/viec-lam/front-end-vuejs-developer-1000-2000-tripath-vietnam-co-ltd-2026817
6631,"Full-stack Developer (ReactJS, NodeJS, JavaScript)",Alomora J.S.C,"Quận Cầu Giấy, Hà Nội","800 - 2,000 USD","Giải trí/ Game, Quảng Cáo Truyền Thông, Tài Chính, Tư vấn giám sát & Quản lý dự án",Aiza World là một thế giới NFT game metaverse mở với lối chơi đa dạng được chạy trên Binance smartchain Mục tiêu mà Aiza World hướng tới tạo ra những...,"JavaScript, NodeJS, Full-Stack, ReactJS",https://topdev.vn/viec-lam/full-stack-developer-reactjs-nodejs-javascript-alomora-j-s-c-2026818
6632,(HÀ NỘI) ĐÀO TẠO JAVA & React MIỄN PHÍ + THỰC TẬP CÓ LƯƠNG!! [KITS 2022],NATIONAL IT INDUSTRY PROMOTION AGENCY (HANOI),"Quận Đống Đa, Hà Nội",Thương lượng,Giáo dục,FREE JAVA TRAINING 6 Months (3month education + 3 month Paid Internship in Korea Company) Tuyển thêm học viên!! ~ 27/5 Đăng ký ngay : https://forms....,"Java, Front-End, Back-End",https://topdev.vn/viec-lam/ha-noi-dao-tao-java-react-mien-phi-thuc-tap-co-luong-kits-2022-national-it-industry-promotion-agency-hanoi-2026920
6633,[All Levels] UNITY GAME DEVELOPER (Intern/Fresher/ Junior /Senior),CÔNG TY CỔ PHẦN BBOLD,"Quận Cầu Giấy, Hà Nội","400 - 1,500 USD",Giải trí/ Game,,"Unity, Game",https://topdev.vn/viec-lam/all-levels-unity-game-developer-intern-fresher-junior-senior-cong-ty-co-phan-bbold-2026922
6634,Bridge System Engineer (Japanese N2),SHIFT ASIA,"Quận 1, Hồ Chí Minh",Thương lượng,Phần Mềm,Shift Asia is a leading company in Software Testing. We are building a new team of talented engineer to extend the software development service. We pl...,"Front-End, Back-End, Software Developer, BrSE, Japanese",https://topdev.vn/viec-lam/bridge-system-engineer-japanese-n2-shift-asia-2026924
6635,Engineering Consultant,SHIFT ASIA,"Quận 1, Hồ Chí Minh",Thương lượng,Phần Mềm,"We are looking for a highly skilled engineering consultant to join our engineering team. As an engineering consultant, you will be meeting with prospe...","Front-End, Japanese, AWS, Microsoft, Cloud",https://topdev.vn/viec-lam/engineering-consultant-shift-asia-2026925
6636,Java Back-end Developer,Ngân hàng TMCP Việt Nam Thịnh Vượng (VPBank),"Quận Đống Đa, Hà Nội",Thương lượng,Ngân Hàng,,"Java, Git, Software Developer, Agile & Scrum",https://topdev.vn/viec-lam/java-back-end-developer-ngan-hang-tmcp-viet-nam-thinh-vuong-vpbank-2026928
6637,Senior Automation Engineer - Up to 3000+,LINE Vietnam,"Quận 10, Hồ Chí Minh",Thương lượng,Phần Mềm,We are looking for an engineer with broad experience in controlling and evaluating project quality. We expect candidates capable of automation and man...,"Performance Testing, Automation Tester, Mobile, Java, Python",https://topdev.vn/viec-lam/senior-automation-engineer-up-to-3000-line-vietnam-2026930
6638,Senior C# Developer (.NET/OOP/Win/Azure),CÔNG TY TNHH PERSOL PROCESS & TECHNOLOGY VIỆT NAM,"Quận 3, Hồ Chí Minh",Thương lượng,Phần Mềm,,"OOP, C#, .NET",https://topdev.vn/viec-lam/senior-c-developer-net-oop-win-azure-cong-ty-tnhh-persol-process-technology-viet-nam-2026929
6639,Systems Administrator,Shuttlerock,"Quận 1, Hồ Chí Minh",Thương lượng,Quảng Cáo Truyền Thông,About the position Shuttlerock is seeking a passionate and dedicated Systems Administrator who wants to travel with us on our journey to become the wo...,System Admin,https://topdev.vn/viec-lam/systems-administrator-shuttlerock-2026931
6640,"IT Comtor (build up to BrSE, PL, PM)",SHIFT ASIA,"Quận 1, Hồ Chí Minh",Thương lượng,Phần Mềm,,"Japanese - N2, Japanese - N1, Japanese ( N1 Or N2), English - Good",https://topdev.vn/viec-lam/it-comtor-build-up-to-brse-pl-pm-shift-asia-2026934
6641,Technical Consultant (Cloud/Azure),NaviWorld Vietnam,"Quận Bình Thạnh, Hồ Chí Minh - Quận Hoàn Kiếm, Hà Nội","800 - 1,000 USD",Triển Khai Phần Mềm,Chúng tôi đang tìm kiếm nhân viên cho vị trí tư vấn giải pháp Azure | Cloud để đáp ứng nhu cầu phát triển kinh doanh của Công ty trong và ngoài nước...,"Cloud, Azure, MS SQL, Microsoft Dynamics",https://topdev.vn/viec-lam/technical-consultant-cloud-azure-naviworld-vietnam-2026933
6642,[Remote] JavaScript Game Developer,Love and Coffee Ltd.,Phần Mềm,,"15,000,000 - 20,000,000 VND",5 ngày trước,"HTML5, JavaScript, Game, CSS3, TypeScript, NodeJS, MongoDB, ExpressJS",https://topdev.vn/viec-lam/remote-javascript-game-developer-love-and-coffee-ltd-2026976
6643,Junior/ Senior React Native Developer - Hà Nội (Min 15tr),eKGIS,"Quận Cầu Giấy, Hà Nội","15,000,000 - 22,000,000 VND",Phần Mềm,"Công ty eKGIS - Đơn vị tiên phong tại Việt Nam cung cấp giải pháp GIS toàn diện, phong phú và đa dạng. Nhằm đưa đến cho khách hàng một sản phẩm tốt hơ...","JavaScript, REST API, React Native, TypeScript",https://topdev.vn/viec-lam/junior-senior-react-native-developer-ha-noi-min-15tr-ekgis-2026979
6644,"Fresher/Junior Full-stack Developer (ReactJS, NodeJS)",ANTSOMI,"Quận Bình Thạnh, Hồ Chí Minh",Lên tới 700 USD,Phần Mềm,,"JavaScript, NodeJS, Full-Stack, ReactJS",https://topdev.vn/viec-lam/fresher-junior-full-stack-developer-reactjs-nodejs-antsomi-2026984
6645,HOT .NET Developer - Chuyên viên Cao cấp Phát Triển Giải pháp Phần mềm Công nghệ Số,Ngân hàng Quốc Tế VIB,"Quận Hoàn Kiếm, Hà Nội - Quận 1, Hồ Chí Minh",Thương lượng,Ngân Hàng,"Chịu trách nhiệm lập trình phần mềm Ứng dụng di động, Ứng dụng Web và các phần mềm ứng dụng khác theo yêu cầu của nghiệp vụ kinh doanh; Đảm bảo phần m...","ASP.NET, C#, MVC, .NET, .NET Core",https://topdev.vn/viec-lam/net-developer-chuyen-vien-cao-cap-phat-trien-giai-phap-phan-mem-cong-nghe-so-ngan-hang-quoc-te-vib-2027063
6646,HOT (Senior) Operations Product Owner,HOANG PHUC International,"Quận 1, Hồ Chí Minh",Thương lượng,Thương mại điện tử/ Bán lẻ,We live in a technology age when keywords like e-commerce and the 4.0 revolution are hotter than ever. We want to use technology to refresh the fashio...,"Product Owner, Business Analyst",https://topdev.vn/viec-lam/senior-operations-product-owner-hoang-phuc-international-2027096
6647,Systems Operation Support,CÔNG TY TNHH LOVEPOP VIỆT NAM,None,Thương lượng,Sản xuất,,"Oracle, ERP, SAP, English - Good, System",https://topdev.vn/viec-lam/systems-operation-support-cong-ty-tnhh-lovepop-viet-nam-2027095
6648,HOT Back End Developer (Nodejs),Ngân hàng Quốc Tế VIB,"Quận 1, Hồ Chí Minh - Quận Hoàn Kiếm, Hà Nội",Thương lượng,Ngân Hàng,"Chịu trách nhiệm (i) Thiết kế, phát triển ứng dụng cho các hệ thống ứng dụng nội bộ theo yêu cầu; (ii) Vận hành các ứng dụng thuộc phạm vi phụ trách c...","Oracle, NodeJS, MongoDB, Back-End",https://topdev.vn/viec-lam/back-end-developer-nodejs-ngan-hang-quoc-te-vib-2027094
6649,"HOT Front End Developer (Reactjs, MongoDB)",Ngân hàng Quốc Tế VIB,"Quận 1, Hồ Chí Minh - Quận Hoàn Kiếm, Hà Nội",Thương lượng,Ngân Hàng,,"MongoDB, ReactJS, Front-End",https://topdev.vn/viec-lam/front-end-developer-reactjs-mongodb-ngan-hang-quoc-te-vib-2027093
6650,IT PROJECT MANAGER,Yes4All Trading Services Company Limited,"Quận Phú Nhuận, Hồ Chí Minh",Thương lượng,Thương mại điện tử/ Bán lẻ,"Yes4All is one of the leading brands for home sporting goods & furniture in the e-commerce market. Founded in 2010, we have strived to be in the top 1...","Project Manager, Business Analyst",https://topdev.vn/viec-lam/it-project-manager-yes4all-trading-services-company-limited-2027143
